rating,author,date,popular mentions,review
4,Gabriel,2024-07-25,"Customer Service, Billing","T-Mobile has been reliable for the most part. Good unlimited data and helpful staff, though hidden fees. Still a solid choice overall."
1,Jacob,2024-07-24,"Customer Service, Coverage, Price",Emergency calls only mode constantly. tower access map is a complete lie. plan changes and they refuse to refund or help. Worst company ever!
5,Brian,2024-07-24,"Staff, Maintenance",I've been with T-Mobile for 4 years and couldn't be happier. The customer service is excellent and the staff members are always helpful. Would definitely recommend!
3,Joshua,2024-07-22,"Customer Service, Online & App","Customer service is inconsistent. Some reps are helpful, others network outages. coverage is average. Nothing special."
1,Marilyn,2024-07-20,"Customer Service, Billing",Emergency calls only mode constantly. tower access map is a complete lie. network problems and they refuse to refund or help. Worst company ever!
5,Donald,2024-07-20,"Coverage, Honesty & Transparency",Just upgraded my phone at T-Mobile and the experience was seamless. Sarah made everything easy and I love my new device. Great service!
2,Jean,2024-07-16,"Staff, Maintenance","Extremely frustrated with T-Mobile. payment errors monthly, coverage is terrible, and call quality rarely works. Switching soon."
5,Theresa,2024-07-15,"Customer Service, Punctuality & Speed, Staff",I've been with T-Mobile for 7 years and couldn't be happier. The network speed is excellent and the staff members are always helpful. Would definitely recommend!
5,Christine,2024-07-15,"Price, Billing, Refunds & Payouts",Outstanding service! The town center store has amazing staff. Jennifer helped me with porting my number and went above and beyond. Best carrier I've had!
5,Harold,2024-07-14,"Staff, Maintenance",I've been with T-Mobile for 8 years and couldn't be happier. The mobile app is excellent and the representatives are always helpful. Would definitely recommend!
2,Shirley,2024-07-13,"Customer Service, Online & App",Do not recommend T-Mobile. network outages and network problems are ongoing problems. No one seems to care about fixing anything.
3,Christine,2024-07-13,"Tech, Price",T-Mobile has gone downhill since recent policy changes. account setup keeps happening and customer service billing errors. Not impressed anymore.
3,Julia,2024-07-10,"Customer Service, Sales & Marketing, Price, Staff",T-Mobile was great initially but technical issues has become a regular problem. unlimited data is unreliable. Considering switching carriers.
3,Danielle,2024-07-09,"Customer Service, Coverage, Price",Mixed feelings about T-Mobile. International features is decent but international roaming costs is frustrating. May switch if things don't improve.
3,Janet,2024-07-07,"Staff, Maintenance",Service is hit or miss. 5G access is good in some areas but terrible in others. call quality needs improvement. Average at best.
2,Julia,2024-07-06,"Customer Service, Online & App",Do not recommend T-Mobile. billing errors and account setup are ongoing problems. No one seems to care about fixing anything.
5,Alice,2024-07-06,"Coverage, Tech",I've been with T-Mobile for 3 years and couldn't be happier. The call quality is excellent and the team members are always helpful. Would definitely recommend!
5,Carl,2024-07-04,"Tech, Price","T-Mobile has exceeded my expectations. Great tower access in my area, affordable charges, and the customer service is top-notch. Very satisfied!"
5,Sandra,2024-07-04,"Customer Service, Staff",Switched to T-Mobile 17 months ago and it was the best decision. unlimited data works perfectly and I'm saving $25/month compared to my old carrier.
5,Kenneth,2024-06-30,"Coverage, Price","T-Mobile's Family plan is perfect for my needs. Great signal quality, fast 5G speeds, and the benefits are awesome. Best value in wireless!"
5,Frances,2024-06-29,"Staff, Sales & Marketing",Just upgraded my phone at T-Mobile and the experience was seamless. Amanda made everything easy and I love my new device. Great service!
3,Terry,2024-06-29,"Price, Billing, Refunds & Payouts",T-Mobile was great initially but porting my number has become a regular problem. data speeds is unreliable. Considering switching carriers.
1,Philip,2024-06-29,"Coverage, Tech",Emergency calls only mode constantly. signal quality map is a complete lie. technical issues and they refuse to refund or help. Worst company ever!
4,Eugene,2024-06-27,"Coverage, Price",T-Mobile offers good value. Business plan works well for my needs. Occasional password reset but nothing major. Fair pricing and decent service.
3,Dylan,2024-06-24,"Coverage, Honesty & Transparency","Customer service is inconsistent. Some reps are helpful, others network outages. coverage is average. Nothing special."
5,George,2024-06-23,"Coverage, Tech","The customer service at T-Mobile is exceptional. the manager at the local location was professional, knowledgeable, and friendly. Highly recommend!"
5,Carl,2024-06-21,"Price, Billing, Refunds & Payouts","The customer service at T-Mobile is exceptional. Mike at the airport location was professional, knowledgeable, and friendly. Highly recommend!"
1,Carl,2024-06-16,"Customer Service, Staff","Worst experience ever. coverage is non-existent, invoicing is a nightmare, poor coverage. How are they still in business?"
1,Jordan,2024-06-16,"Coverage, Price","Worst experience ever. network availability is non-existent, payment is a nightmare, billing errors. How are they still in business?"
5,Scott,2024-06-12,"Customer Service, Staff","T-Mobile has exceeded my expectations. Great signal quality in my area, affordable cost savings, and the customer service is top-notch. Very satisfied!"
5,Diane,2024-06-06,"Coverage, Tech",Switched to T-Mobile 15 months ago and it was the best decision. unlimited data works perfectly and I'm saving $25/month compared to my old carrier.
5,Emily,2024-06-06,"Customer Service, Staff",Just upgraded my phone at T-Mobile and the experience was seamless. Amanda made everything easy and I love my new device. Great service!
5,Alice,2024-06-05,"Customer Service, Billing",Outstanding service! The nearby store has amazing staff. Jennifer helped me with password reset and went above and beyond. Best carrier I've had!
4,Daniel,2024-06-04,"Tech, Price",The town center store provides good service. Tom was helpful with my network problems. Wait times can be long but overall positive experience.
5,Joyce,2024-06-01,"Customer Service, Coverage, Price",Been with T-Mobile for years and the service keeps getting better. mobile app is amazing and the prices can't be beat. Very happy customer!
3,Jordan,2024-05-31,"Customer Service, Coverage, Price",T-Mobile is okay but has room for improvement. data issues happens frequently and dropped calls. Considering other options.
4,James,2024-05-30,"Customer Service, Billing",Overall good experience with T-Mobile. The reception is decent and prices are fair. my billing question could be improved but generally satisfied.
3,Jesse,2024-05-23,"Customer Service, Staff",T-Mobile has gone downhill since the Sprint merger. technical issues keeps happening and customer service network outages. Not impressed anymore.
5,Rachel,2024-05-21,"Customer Service, Billing",I've been with T-Mobile for 1 years and couldn't be happier. The network speed is excellent and the team members are always helpful. Would definitely recommend!
3,Maria,2024-05-20,"Customer Service, Sales & Marketing, Price, Staff","Mediocre service. connectivity is spotty, billing issues are common. Used to be better but quality has declined."
5,Brenda,2024-05-20,"Staff, Maintenance",Outstanding service! The central store has amazing staff. Amanda helped me with my billing question and went above and beyond. Best carrier I've had!
5,Grace,2024-05-19,"Punctuality & Speed, Coverage","T-Mobile has exceeded my expectations. Great connectivity in my area, affordable pricing, and the customer service is top-notch. Very satisfied!"
2,Sara,2024-05-19,"Customer Service, Billing","Worst carrier I've had. network availability is spotty everywhere, hidden fees from customer service. Looking for alternatives immediately."
5,Karen,2024-05-15,"Customer Service, Punctuality & Speed, Staff",Been with T-Mobile for years and the service keeps getting better. data speeds is amazing and the prices can't be beat. Very happy customer!
4,Jacqueline,2024-05-12,"Customer Service, Sales & Marketing, Price, Staff","Switched from Verizon and mostly pleased. reception is better in some areas, not as good in others. Customer service has been helpful when needed."
4,Natalie,2024-05-10,"Coverage, Price",T-Mobile offers good value. Business plan works well for my needs. Occasional technical issues but nothing major. Fair pricing and decent service.
5,Doris,2024-05-10,"Tech, Price",Just upgraded my phone at T-Mobile and the experience was seamless. Chris made everything easy and I love my new device. Great service!
2,Richard,2024-05-07,"Billing, Price","Service has deteriorated significantly. signal quality is unreliable, technical issues happens constantly. Customer service is unhelpful. Not worth it."
4,Sarah,2024-05-06,"Staff, Sales & Marketing","Been with T-Mobile for 7 years. Service is generally good, unlimited data works well most of the time. slow speeds is my only real complaint."
3,Shirley,2024-05-05,"Staff, Sales & Marketing",The Family plan is okay for the price but my billing question is annoying. 5G coverage doesn't work as advertised. Somewhat disappointed.
3,James,2024-05-05,"Tech, Price","Mediocre service. signal strength is spotty, billing issues are common. Used to be better but quality has declined."
5,Jacob,2024-05-04,"Customer Service, Online & App",Just upgraded my phone at T-Mobile and the experience was seamless. Mike made everything easy and I love my new device. Great service!
4,Sandra,2024-05-01,"Customer Service, Sales & Marketing, Price, Staff","Been with T-Mobile for 6 years. Service is generally good, text messaging works well most of the time. overcharges is my only real complaint."
4,Bryan,2024-04-29,"Price, Billing, Refunds & Payouts","Been with T-Mobile for 8 years. Service is generally good, text messaging works well most of the time. unhelpful staff is my only real complaint."
5,Noah,2024-04-29,"Staff, Sales & Marketing",Just upgraded my phone at T-Mobile and the experience was seamless. Jennifer made everything easy and I love my new device. Great service!
1,Timothy,2024-04-24,"Punctuality & Speed, Coverage",One star is too generous. plan changes has never been resolved after months of calling. call quality is broken and they don't care. Absolutely furious!
1,Maria,2024-04-22,"Punctuality & Speed, Coverage",Emergency calls only mode constantly. signal quality map is a complete lie. a phone upgrade and they refuse to refund or help. Worst company ever!
5,Marilyn,2024-04-21,"Coverage, Honesty & Transparency","T-Mobile's Senior plan is perfect for my needs. Great 5G access, fast 5G speeds, and the perks are awesome. Best value in wireless!"
3,Jerry,2024-04-21,"Staff, Maintenance",T-Mobile has gone downhill since the plan restructuring. network problems keeps happening and customer service long wait times. Not impressed anymore.
4,Raymond,2024-04-20,"Billing, Price","Switched from AT&T and mostly pleased. tower access is better in some areas, not as good in others. Customer service has been helpful when needed."
4,Jeffrey,2024-04-20,"Price, Billing, Refunds & Payouts",The mall store provides good service. Mike was helpful with my a phone upgrade. Wait times can be long but overall positive experience.
3,Nicole,2024-04-20,"Customer Service, Punctuality & Speed, Staff",T-Mobile has gone downhill since new management. technical issues keeps happening and customer service network outages. Not impressed anymore.
2,Nathan,2024-04-18,"Customer Service, Sales & Marketing, Price, Staff",Do not recommend T-Mobile. billing errors and technical issues are ongoing problems. No one seems to care about fixing anything.
3,Randy,2024-04-17,"Punctuality & Speed, Coverage",The Senior plan is okay for the price but account setup is annoying. 5G coverage doesn't work as advertised. Somewhat disappointed.
2,Raymond,2024-04-15,"Customer Service, Billing","Extremely frustrated with T-Mobile. payment errors monthly, tower access is terrible, and data speeds rarely works. Switching soon."
2,Bryan,2024-04-12,"Customer Service, Punctuality & Speed, Staff","Service has deteriorated significantly. signal quality is unreliable, a phone upgrade happens constantly. Customer service is unhelpful. Not worth it."
4,Marie,2024-04-09,"Coverage, Price","T-Mobile has been reliable for the most part. Good mobile app and helpful staff, though unhelpful staff. Still a solid choice overall."
2,Sophia,2024-04-07,"Punctuality & Speed, Coverage",Billing nightmares every single month. plan changes and they refuse to fix it. call quality also doesn't work. Very frustrated!
4,Sandra,2024-04-07,"Customer Service, Punctuality & Speed, Staff",The nearby store provides good service. Jessica was helpful with my my billing question. Wait times can be long but overall positive experience.
2,Margaret,2024-04-05,"Coverage, Price","Service has deteriorated significantly. 5G access is unreliable, password reset happens constantly. Customer service is unhelpful. Not worth it."
3,Shirley,2024-04-05,"Staff, Maintenance",Mixed feelings about T-Mobile. Customer service is decent but coverage in rural areas is frustrating. May switch if things don't improve.
4,Gloria,2024-04-04,"Customer Service, Online & App","T-Mobile is a solid carrier. coverage is good in most places, plan cost is competitive. Not perfect but gets the job done."
4,Bryan,2024-03-31,"Customer Service, Punctuality & Speed, Staff","Switched from Sprint and mostly pleased. connectivity is better in some areas, not as good in others. Customer service has been helpful when needed."
4,Janice,2024-03-31,"Customer Service, Punctuality & Speed, Staff","T-Mobile is a solid carrier. 5G access is good in most places, charges is competitive. Not perfect but gets the job done."
4,Christine,2024-03-29,"Customer Service, Billing",T-Mobile offers good value. Unlimited plan works well for my needs. Occasional a device trade-in but nothing major. Fair pricing and decent service.
4,Raymond,2024-03-27,"Customer Service, Staff",Happy with T-Mobile service. Customer service is great but international roaming costs needs work. Would still recommend for the price point.
5,Tyler,2024-03-27,"Customer Service, Online & App",I've been with T-Mobile for 5 years and couldn't be happier. The international roaming is excellent and the representatives are always helpful. Would definitely recommend!
5,Katherine,2024-03-26,"Customer Service, Coverage, Price",Been with T-Mobile for years and the service keeps getting better. hotspot feature is amazing and the prices can't be beat. Very happy customer!
4,Barbara,2024-03-24,"Staff, Maintenance",T-Mobile offers good value. Military plan works well for my needs. Occasional plan changes but nothing major. Fair pricing and decent service.
3,Virginia,2024-03-23,"Billing, Price",Mixed feelings about T-Mobile. Pricing is decent but data throttling is frustrating. May switch if things don't improve.
4,Judy,2024-03-22,"Price, Billing, Refunds & Payouts",T-Mobile offers good value. Business plan works well for my needs. Occasional my billing question but nothing major. Fair pricing and decent service.
4,Grace,2024-03-22,"Staff, Maintenance",Overall good experience with T-Mobile. The network availability is decent and prices are fair. my billing question could be improved but generally satisfied.
1,Brian,2024-03-22,"Price, Billing, Refunds & Payouts",DO NOT USE T-MOBILE! reception doesn't exist where I live despite their coverage map showing full bars. long wait times and total waste of money.
3,Eugene,2024-03-22,"Coverage, Honesty & Transparency",Service is hit or miss. connectivity is good in some areas but terrible in others. 5G coverage needs improvement. Average at best.
1,Rachel,2024-03-22,"Customer Service, Punctuality & Speed, Staff","Worst experience ever. signal strength is non-existent, invoicing is a nightmare, hidden fees. How are they still in business?"
2,Justin,2024-03-21,"Coverage, Tech",Do not recommend T-Mobile. unhelpful staff and account setup are ongoing problems. No one seems to care about fixing anything.
4,Timothy,2024-03-19,"Coverage, Price",Happy with T-Mobile service. Customer service is great but international roaming costs needs work. Would still recommend for the price point.
3,Rose,2024-03-16,"Punctuality & Speed, Coverage",T-Mobile was great initially but account setup has become a regular problem. data speeds is unreliable. Considering switching carriers.
1,Isabella,2024-03-15,"Billing, Price","Worst experience ever. signal strength is non-existent, charges is a nightmare, poor coverage. How are they still in business?"
5,Danielle,2024-03-12,"Staff, Maintenance",Been with T-Mobile for years and the service keeps getting better. network speed is amazing and the prices can't be beat. Very happy customer!
3,Janice,2024-03-11,"Billing, Price",T-Mobile has gone downhill since the plan restructuring. plan changes keeps happening and customer service slow speeds. Not impressed anymore.
2,Victoria,2024-03-10,"Punctuality & Speed, Coverage",Very disappointed with T-Mobile. password reset constantly and customer service network outages. Would not recommend to others.
2,Tyler,2024-03-09,"Coverage, Price",Very disappointed with T-Mobile. account setup constantly and customer service network outages. Would not recommend to others.
2,Ralph,2024-03-06,"Customer Service, Staff","T-Mobile has been nothing but problems. plan changes never gets resolved, text messaging doesn't work properly. Save yourself the hassle."
3,Pamela,2024-03-05,"Punctuality & Speed, Coverage",Service is hit or miss. reception is good in some areas but terrible in others. call quality needs improvement. Average at best.
5,Brian,2024-03-01,"Punctuality & Speed, Coverage",Outstanding service! The mall store has amazing staff. Tom helped me with porting my number and went above and beyond. Best carrier I've had!
5,Doris,2024-02-25,"Coverage, Tech",Switched to T-Mobile 18 months ago and it was the best decision. unlimited data works perfectly and I'm saving $40/month compared to my old carrier.
3,Raymond,2024-02-24,"Coverage, Tech",Service is hit or miss. coverage is good in some areas but terrible in others. mobile app needs improvement. Average at best.
5,Rebecca,2024-02-23,"Customer Service, Billing",Just upgraded my phone at T-Mobile and the experience was seamless. Amanda made everything easy and I love my new device. Great service!
4,Shirley,2024-02-23,"Customer Service, Online & App","T-Mobile has been reliable for the most part. Good data speeds and helpful staff, though overcharges. Still a solid choice overall."
5,Ryan,2024-02-23,"Tech, Price","T-Mobile's Magenta plan is perfect for my needs. Great 5G access, fast download speeds, and the perks are awesome. Best value in wireless!"
4,Frances,2024-02-22,"Staff, Sales & Marketing","T-Mobile has been reliable for the most part. Good customer service and helpful staff, though poor coverage. Still a solid choice overall."
1,Gabriel,2024-02-21,"Punctuality & Speed, Coverage","Absolutely terrible service. data issues every single day, customer service is useless. Switching carriers immediately. Avoid at all costs!"
4,Frank,2024-02-21,"Customer Service, Punctuality & Speed, Staff",The airport store provides good service. Sarah was helpful with my porting my number. Wait times can be long but overall positive experience.
4,Timothy,2024-02-20,"Customer Service, Online & App",T-Mobile offers good value. Prepaid plan works well for my needs. Occasional plan changes but nothing major. Fair pricing and decent service.
5,Amanda,2024-02-18,"Price, Billing, Refunds & Payouts",Just upgraded my phone at T-Mobile and the experience was seamless. David made everything easy and I love my new device. Great service!
3,Christine,2024-02-16,"Punctuality & Speed, Coverage",The Business plan is okay for the price but technical issues is annoying. call quality doesn't work as advertised. Somewhat disappointed.
4,Ralph,2024-02-15,"Customer Service, Online & App",Happy with T-Mobile service. Plan flexibility is great but the app needs work. Would still recommend for the price point.
3,Eugene,2024-02-13,"Coverage, Honesty & Transparency","Customer service is inconsistent. Some reps are helpful, others overcharges. signal quality is average. Nothing special."
2,Joshua,2024-02-13,"Customer Service, Billing","Worst carrier I've had. tower access is spotty everywhere, dropped calls from customer service. Looking for alternatives immediately."
1,Barbara,2024-02-10,"Customer Service, Punctuality & Speed, Staff",Emergency calls only mode constantly. 5G access map is a complete lie. password reset and they refuse to refund or help. Worst company ever!
3,Brian,2024-02-10,"Customer Service, Coverage, Price",T-Mobile has gone downhill since the plan restructuring. plan changes keeps happening and customer service network outages. Not impressed anymore.
1,Austin,2024-02-10,"Price, Billing, Refunds & Payouts","T-Mobile has completely failed me. my billing question makes my phone useless, customer service poor service. Feeling totally ripped off!"
4,Matthew,2024-02-09,"Customer Service, Coverage, Price",Happy with T-Mobile service. Pricing is great but customer service needs work. Would still recommend for the price point.
3,Abigail,2024-02-08,"Punctuality & Speed, Coverage","Mediocre service. tower access is spotty, invoicing issues are common. Used to be better but quality has declined."
4,David,2024-02-06,"Price, Billing, Refunds & Payouts",T-Mobile offers good value. Business plan works well for my needs. Occasional porting my number but nothing major. Fair pricing and decent service.
3,Austin,2024-02-06,"Customer Service, Online & App",T-Mobile was great initially but account setup has become a regular problem. data speeds is unreliable. Considering switching carriers.
4,Marie,2024-02-03,"Billing, Price",Overall good experience with T-Mobile. The tower access is decent and prices are fair. a device trade-in could be improved but generally satisfied.
4,Kimberly,2024-02-02,"Coverage, Honesty & Transparency","T-Mobile is a solid carrier. signal quality is good in most places, discount is competitive. Not perfect but gets the job done."
2,Christina,2024-02-01,"Customer Service, Sales & Marketing, Punctuality & Speed, Online & App, Staff, Billing","I’ve been a T-Mobile customer for probably over a dozen years but lately, I’ve noticed the customer service is lacking. Most of this I believe is because they can’t find people who actually want to work in the store and help people. This seems to be an ongoing theme with most companies post-COVID. I went to the store to try to resolve an issue and literally waited for an hour for someone to help me because there was only two people there and one of them was training. When I finally got help, the person clearly didn’t know what to do because he was new so he ended up funneling me over to calling customer service and that person could not figure out my problem either.
The problem I had was that I was switching service to Mint Mobile. I paid off the phone and paid off the bill but T-Mobile decided to lock my phone until they had a revised bill? I’ve never heard of anything so ridiculous in my life. I tried to get help through the app and their app is also ridiculously stupid. After two days I was able to find a competent customer service rep and my phone was literally unlocked over the phone in about 30 seconds. Talk about frustration. Maybe this is the new normal. Zero to no customer service."
1,Judy,2024-01-31,"Punctuality & Speed, Coverage","Cancelling my service after years of loyalty. charges errors every month, 5G access has gotten progressively worse. Deplorable service!"
3,Hannah,2024-01-28,"Coverage, Tech",Service is hit or miss. signal quality is good in some areas but terrible in others. call quality needs improvement. Average at best.
4,Roger,2024-01-28,"Price, Billing, Refunds & Payouts","T-Mobile is a solid carrier. signal quality is good in most places, discount is competitive. Not perfect but gets the job done."
4,Bobby,2024-01-28,"Coverage, Honesty & Transparency",Overall good experience with T-Mobile. The 5G access is decent and prices are fair. technical issues could be improved but generally satisfied.
5,John,2024-01-28,"Customer Service, Punctuality & Speed, Staff","The customer service at T-Mobile is exceptional. Alex at the central location was professional, knowledgeable, and friendly. Highly recommend!"
3,William,2024-01-28,"Staff, Maintenance",Mixed feelings about T-Mobile. International features is decent but data throttling is frustrating. May switch if things don't improve.
4,Nicholas,2024-01-27,"Punctuality & Speed, Coverage","Been with T-Mobile for 4 years. Service is generally good, mobile app works well most of the time. network outages is my only real complaint."
5,Helen,2024-01-27,"Coverage, Honesty & Transparency",Switched to T-Mobile 3 months ago and it was the best decision. call quality works perfectly and I'm saving $60/month compared to my old carrier.
3,Marilyn,2024-01-26,"Staff, Sales & Marketing",T-Mobile is okay but has room for improvement. network problems happens frequently and network outages. Considering other options.
5,Kayla,2024-01-26,"Tech, Price",Been with T-Mobile for years and the service keeps getting better. network speed is amazing and the prices can't be beat. Very happy customer!
4,Frank,2024-01-26,"Coverage, Tech","Switched from Boost Mobile and mostly pleased. connectivity is better in some areas, not as good in others. Customer service has been helpful when needed."
5,Kathryn,2024-01-25,"Staff, Maintenance","The customer service at T-Mobile is exceptional. David at the Main Street location was professional, knowledgeable, and friendly. Highly recommend!"
4,Brittany,2024-01-23,"Customer Service, Sales & Marketing, Price, Staff",The central store provides good service. Jennifer was helpful with my technical issues. Wait times can be long but overall positive experience.
2,Megan,2024-01-22,"Coverage, Honesty & Transparency","T-Mobile has been nothing but problems. account setup never gets resolved, data speeds doesn't work properly. Save yourself the hassle."
5,Bryan,2024-01-21,"Customer Service, Staff",Switched to T-Mobile 8 months ago and it was the best decision. hotspot feature works perfectly and I'm saving $30/month compared to my old carrier.
4,Johnny,2024-01-20,"Punctuality & Speed, Coverage",Happy with T-Mobile service. The app is great but the app needs work. Would still recommend for the price point.
2,Evelyn,2024-01-20,"Staff, Sales & Marketing","Worst carrier I've had. tower access is spotty everywhere, poor coverage from customer service. Looking for alternatives immediately."
2,Johnny,2024-01-18,"Coverage, Price","T-Mobile has been nothing but problems. porting my number never gets resolved, unlimited data doesn't work properly. Save yourself the hassle."
5,Jeremy,2024-01-15,"Customer Service, Punctuality & Speed, Staff",Switched to T-Mobile 4 months ago and it was the best decision. international roaming works perfectly and I'm saving $60/month compared to my old carrier.
3,Juan,2024-01-13,"Coverage, Honesty & Transparency","Customer service is inconsistent. Some reps are helpful, others network outages. signal strength is average. Nothing special."
5,Kelly,2024-01-11,"Customer Service, Coverage, Price",Been with T-Mobile for years and the service keeps getting better. international roaming is amazing and the prices can't be beat. Very happy customer!
3,Joseph,2024-01-10,"Customer Service, Online & App",The Unlimited plan is okay for the price but a phone upgrade is annoying. unlimited data doesn't work as advertised. Somewhat disappointed.
5,Evelyn,2024-01-06,"Coverage, Honesty & Transparency","T-Mobile has exceeded my expectations. Great network availability in my area, affordable monthly rate, and the customer service is top-notch. Very satisfied!"
5,Steven,2024-01-05,"Customer Service, Punctuality & Speed, Staff","T-Mobile's Military plan is perfect for my needs. Great 5G access, fast data speeds, and the benefits are awesome. Best value in wireless!"
